School,Department,Name,Designation,Profile_Link,Education_Details,Post_Doctoral_Experiences,Areas_of_Specialization
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. A Sofi,Professor & Associate Dean,https://vit.ac.in/structural-geotechni/dr-a-sofi,"[{""Institution"": ""Bharathidasan University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2003""}, {""Institution"": ""Annamalai University"", ""Degree"": ""M.E."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2016""}]",,"[""Concrete Materials"", ""Fiber reinforced concrete"", ""Supplementary cementitious materials""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. S Thirumalini,Professor,https://vit.ac.in/structural-geotechni/dr-s-thirumalini,"[{""Institution"": ""Madras University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""1995""}, {""Institution"": ""Anna University"", ""Degree"": ""M.E."", ""Specialization"": ""Environmental Engineering"", ""Graduation_Year"": ""2007""}, {""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2015""}]",,"[""Heritage  materials  and structures"", ""Damage Assessment of Historic constructions"", ""Studies on excavated material"", ""Conservation"", ""Preservation and Restoration"", ""Supplementary Cementious Materials ( SCMs)""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. Bala Murugan S,Associate Professor,https://vit.ac.in/structural-geotechni/dr-bala-murugan-s,"[{""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""B.Tech"", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""M.Tech.(Integrated)"", ""Specialization"": ""Construction Technology and Management"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2015""}]",,"[""Construction Materials & Construction Chemical and its application"", ""Special Concrete (High Volume fly ash Concrete / Light weight concrete / Fiber concrete / SCC)"", ""Light weight artificial aggregate"", ""Estimating and Costing""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. T Meena,Associate Professor,https://vit.ac.in/structural-geotechni/dr-t-meena,"[{""Institution"": ""Madurai Kamaraj University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""1989""}, {""Institution"": ""Madurai Kamaraj University"", ""Degree"": ""M.E."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""1998""}, {""Institution"": ""Anna University"", ""Degree"": ""Ph.D."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2015""}]",,"[""Sustainable materials and methods"", ""Concrete under Elevated Temperature"", ""Nano-concrete"", ""Hybrid fibre Reinforced Geo-Polymer concrete"", ""Carbonation Studies in Concrete""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. N Senthil Kumar,Associate Professor,https://vit.ac.in/structural-geotechni/dr-n-senthil-kumar,"[{""Institution"": ""University of Madras"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""1999""}, {""Institution"": ""Annamalai University"", ""Degree"": ""M.E."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2004""}, {""Institution"": ""Indian Institute of Technology, Madras"", ""Degree"": ""Ph.D."", ""Specialization"": ""Ocean Engineering"", ""Graduation_Year"": ""2016""}]",,"[""Bridge Engineering"", ""Heritage Structures"", ""Offshore Structures""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. Prasanna Venkatesan R,Associate Professor,https://vit.ac.in/structural-geotechni/dr-prasanna-venkatesan-r,"[{""Institution"": ""Anna University, Chennai"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""M.E."", ""Specialization"": ""Construction Engineering & Management"", ""Graduation_Year"": ""2011""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2016""}]",,"[""Construction Project Planning"", ""Lean Construction"", ""Building Information Modelling"", ""Health & Safety in Construction"", ""Construction Life Cycle Assessment""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. Om Suganya,Associate Professor,https://vit.ac.in/structural-geotechni/dr-om-suganya,"[{""Institution"": ""Annamalai University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil & Structural Engineering"", ""Graduation_Year"": ""1996""}, {""Institution"": ""Periyar University"", ""Degree"": ""M.E."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2002""}, {""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Civil  Engineering"", ""Graduation_Year"": ""2021""}]",,"[""Structural materials"", ""High performance of  Nano concrete"", ""Structural R.C. Design"", ""Structural steel design"", ""Repairs and rehabilitation""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. T S Viswanathan,Associate Professor,https://vit.ac.in/structural-geotechni/dr-t-s-viswanathan,"[{""Institution"": ""Institution of Engineers"", ""Degree"": ""A.M.I.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""1993""}, {""Institution"": ""University of Madras"", ""Degree"": ""M.E."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2002""}, {""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""Ph.D."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2015""}]",,"[""Concrete technology"", ""Repair and rehabilitation of structures"", ""Non distractive technic for concrete"", ""Artificial aggregates""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. Arunava Ray,Assistant Professor,https://vit.ac.in/structural-geotechni/dr-arunava-ray,"[{""Institution"": ""Netaji Subhas University of Technology, Delhi"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Malaviya National Institute of Technology, Jaipur"", ""Degree"": ""M.Tech."", ""Specialization"": ""Disaster Assessment and Mitigation"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Indian Institute of Technology (BHU), Varanasi"", ""Degree"": ""Ph.D."", ""Specialization"": ""Slope Stabilization"", ""Graduation_Year"": ""2021""}]",,"[""Slope Stabilization"", ""Landslide Debris Flow"", ""Ground Improvement"", ""Disaster Management"", ""Artificial Neural Networks""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Mr. Hareesh M,Assistant Professor,https://vit.ac.in/structural-geotechni/mr-hareesh-m,"[{""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""B.Tech."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2007""}, {""Institution"": ""Anna University, Coimbatore"", ""Degree"": ""M.E."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2011""}]",,"[""Analysis and Design of RCC Structures"", ""Analysis and Design of Steel Structures"", ""Design of Cold-Formed Steel Structures"", ""Restoration and conservation of Heritage Structures"", ""Non-destructive Testing and Evaluation of Structures""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Mr. John Sushil Packiyaraj,Assistant Professor,https://vit.ac.in/structural-geotechni/mr-john-sushil-packiyaraj,"[{""Institution"": ""Annamalai University"", ""Degree"": ""M.E."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Madurai Kamarajar University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2002""}]",,"[""Structural Engineering""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. K S K Karthik Reddy,Assistant Professor,https://vit.ac.in/structural-geotechni/dr-k-s-k-karthik-reddy,"[{""Institution"": ""Andhra University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2014""}, {""Institution"": ""Andhra University"", ""Degree"": ""Intergrated M.E."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Joint Ph.D. IIT-Hyderabad and Swinburne University of technology, Melbourne"", ""Degree"": ""Ph.D."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2021""}]",Institute Post-Doc at IIT-Hyderabad,"[""Mimicking earthquake events in SPECFEM3D employing parallel cores leverage"", ""Modelling of simple to intricate SMRF and bridge structures in OpenSees"", ""Fragility computation of structures to scenario based earthquake ruptures"", ""Application of machine learning algorithms to earthquake data"", ""Seismic Hazard and Risk assessment""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. Prasanth S,Assistant Professor,https://vit.ac.in/structural-geotechni/dr-prasanth-s,"[{""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""M.Tech."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Motilal Nehru National Institute of Technology Allahabad"", ""Degree"": ""Ph.D."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2023""}]",,"[""Non-linear dynamic analysis of structures"", ""Performance based seismic design of structures"", ""Evaluation of structural resilience at post-disaster scenario"", ""Damage loss assessment and post-disaster recovery planning"", ""Developing structural functionality curves at pre & post-seismic scenario""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. J Visuvasam,Assistant Professor,https://vit.ac.in/structural-geotechni/dr-j-visuvasam,"[{""Institution"": ""Anna University, Chennai"", ""Degree"": ""B.Tech."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2006""}, {""Institution"": ""Visvesvaraya National Institute of Technology, Nagpur,"", ""Degree"": ""M.Tech."", ""Specialization"": ""Structural Engineering"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2020""}]",,"[""Earthquake Resistant Design"", ""Finite Element Modelling and Analysis"", ""Soil-Structure Interaction"", ""Geotechnical Earthquake Engineering"", ""Tunnel-soil-structure interaction""]"
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. Ehsan Nikbakht,Adjunct Professor,https://vit.ac.in/structural-geotechni/dr-ehsan-nikbakht,null,null,null
School of Civil Engineering (SCE),Structural & Geotechnical Engineering,Dr. Sanjay Kumar Shukla,Adjunct Professor,https://vit.ac.in/structural-geotechni/dr-sanjay-kumar-shukla,[],,[]
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Mahenthiran S,Associate Professor & Hod,https://vit.ac.in/environmental-and-wa/dr-mahenthiran-s,"[{""Institution"": ""Bannari Amman Institute of Technology, Anna University, Chennai"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""M.E."", ""Specialization"": ""Civil Engineering/ Hydrology and Water Resources Engineering"", ""Graduation_Year"": ""2012""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Civil Engineering/ Water Resources"", ""Graduation_Year"": ""2019""}]",,"[""Water Resources Engineering"", ""Groundwater Modelling"", ""GIS and Remote Sensing"", ""Artificial Intelligence and Machine Learning""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Saravana Kumar M P,Professor & Dean,https://vit.ac.in/environmental-and-wa/dr-saravana-kumar-m-p,"Error: HTTPSConnectionPool(host='vit.ac.in', port=443): Max retries exceeded with url: /environmental-and-wa/dr-saravana-kumar-m-p (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7b382ca051b0>, 'Connection to vit.ac.in timed out. (connect timeout=None)'))",,"[""Sludge Dewatering"", ""Microplastic Removal"", ""Hydrogen Production"", ""Wastewater and sludge treatment""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Amit Mahindrakar,Professor,https://vit.ac.in/environmental-and-wa/dr-amit-mahindrakar,"[{""Institution"": ""Shivaji University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Eingineering"", ""Graduation_Year"": ""1997""}, {""Institution"": ""Karnataka University"", ""Degree"": ""M.E."", ""Specialization"": ""Environmental Engineering"", ""Graduation_Year"": ""2000""}, {""Institution"": ""Indian Institute of Technology, Bombay"", ""Degree"": ""Ph.D."", ""Specialization"": ""Environmental Engineering"", ""Graduation_Year"": ""2008""}]",,"[""Solid Waste Management"", ""Hazardous Waste Management"", ""Environment Soil Remediation"", ""Environment  Law and Policy""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Dillip Kumar Barik,Professor,https://vit.ac.in/environmental-and-wa/dr-dillip-kumar-barik,"[{""Institution"": ""Orissa University of Agriculture and Technology, BBSR"", ""Degree"": ""B.Tech."", ""Specialization"": ""Agriculture Engineering"", ""Graduation_Year"": ""2000""}, {""Institution"": ""Indian Institute of Technology, Kharagpur"", ""Degree"": ""M.Tech."", ""Specialization"": ""Water Resources Development and Management"", ""Graduation_Year"": ""2003""}, {""Institution"": ""Indian Institute of Technology, Roorkee"", ""Degree"": ""Ph.D."", ""Specialization"": ""Water Resources Development"", ""Graduation_Year"": ""2009""}]","2 years of Post-Doctoral Experience from National Institute of Environmental Research, South Korea","[""Surface water hydrology"", ""Water Resources Development and Management"", ""Carbon sequestration"", ""Non-Point source pollution"", ""Application of Remote Sensing and GIS in Water Resources Engineering""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. G P Ganapathy,Professor,https://vit.ac.in/environmental-and-wa/dr-g-p-ganapathy,"[{""Institution"": ""Anna University, Chennai"", ""Degree"": ""B.Sc."", ""Specialization"": ""Applied Geology (Remote Sensing & GIS)"", ""Graduation_Year"": ""1997""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""M.Sc."", ""Specialization"": ""Applied Geology (Remote Sensing & GIS)"", ""Graduation_Year"": ""1999""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Disaster Mitigation and Management"", ""Graduation_Year"": ""2005""}]",,"[""Seismic Hazard Assessment"", ""Seismic Micro Zonation"", ""Remote Sensing & GIS"", ""Landslide Hazard Zonation Disaster Management and Applied Geology""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. P Jagadeesh,Professor,https://vit.ac.in/environmental-and-wa/dr-p-jagadeesh,"[{""Institution"": ""Sri Venkateswara University, Tirupathi"", ""Degree"": ""B.Tech."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""1988""}, {""Institution"": ""National Institute of Technology, Mysore University, Mysore"", ""Degree"": ""M.Tech."", ""Specialization"": ""Hydraulics Engineering"", ""Graduation_Year"": ""1992""}, {""Institution"": ""Indian Institute of Technology, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Ocean Engineering"", ""Graduation_Year"": ""2007""}]","Research Fellow at The University of Western Australia, School of Mechanical Engineering  for the period of August 2007 – September 2008","[""Fluid Dynamics"", ""Hydrology"", ""Concrete Technology"", ""Construction Management""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. S Parimala Renganayaki,Professor,https://vit.ac.in/environmental-and-wa/dr-s-parimala-renganayaki,"[{""Institution"": ""Anna University, Chennai"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2000""}, {""Institution"": ""Annamalai University, Chidambaram"", ""Degree"": ""M.E."", ""Specialization"": ""Water Resources Engineering and Management"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Civil Engineering, Groundwater Hydrology"", ""Graduation_Year"": ""2014""}]","Post Doctoral Research fellow for the duration of May 2015-Nov 2015 at National Water Centre, United Arab Emirates University, carried out research on the analysis of rate of evaporation, sources of precipitation in GCC countries using stable isotopes, Review of MAR in GCC countries","[""Groundwater Hydrology and Managed Aquifer Recharge"", ""Hydrogeological investigation"", ""Surface and groundwater interaction"", ""Groundwater modeling"", ""Groundwater quality""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. P Porchelvan,Professor,https://vit.ac.in/environmental-and-wa/dr-p-porchelvan,"[{""Institution"": ""Annamalai University"", ""Degree"": ""M.Sc."", ""Specialization"": ""Geology"", ""Graduation_Year"": ""1984""}, {""Institution"": ""Annamalai University"", ""Degree"": ""Post M.Sc. Diploma"", ""Specialization"": ""Hydrogeology"", ""Graduation_Year"": ""1985""}, {""Institution"": ""Annamalai University"", ""Degree"": ""Ph.D."", ""Specialization"": ""Geology"", ""Graduation_Year"": ""2003""}]",,"[""Geology"", ""Hydrogeology"", ""Geomatics""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. S Shantha Kumar,Professor,https://vit.ac.in/environmental-and-wa/dr-s-shantha-kumar,"[{""Institution"": ""Bharathiyar University, Coimbatore"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2002""}, {""Institution"": ""College of Engineering, Guindy, Anna University, Chennai"", ""Degree"": ""M.E."", ""Specialization"": ""Environmental Management"", ""Graduation_Year"": ""2004""}, {""Institution"": ""Indian Institute of Technology, Mumbai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2009""}]","Recipient of Australian Government ‘Endeavour Awards 2018 – Postdoctoral Research Fellowship’ for the period June 2018 – November 2018 to carry out research activities at Global Centre for Environmental Remediation (GCER), The University of Newcastle (UoN), Callaghan, NSW, Australia","[""Industrial waste treatment"", ""Emerging contaminants"", ""Phycoremediation"", ""Waste to wealth""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. B Srimuruganandam,Professor,https://vit.ac.in/environmental-and-wa/dr-b-srimuruganandam,"[{""Institution"": ""Pondicherry University"", ""Degree"": ""B.Tech."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2003""}, {""Institution"": ""Pondicherry University"", ""Degree"": ""M.Tech."", ""Specialization"": ""Environmental Engineering"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Indian Institute of Technology, Madras"", ""Degree"": ""Ph.D."", ""Specialization"": ""Environmental Engineering/Air Pollution"", ""Graduation_Year"": ""2012""}]",,"[""Air Quality and Exposure Assessment"", ""Environmental Forensics and Public Health"", ""Legacy  and Emerging Contaminants"", ""Nature-Inspired Sustainable Environmental Solutions""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Uma Shankar M,Professor,https://vit.ac.in/environmental-and-wa/dr-uma-shankar-m,"[{""Institution"": ""Anna University, Chennai"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""1998""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""M.E."", ""Specialization"": ""Irrigation and Water Management"", ""Graduation_Year"": ""2001""}, {""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Geo Environmental Engineering"", ""Graduation_Year"": ""2014""}]",,"[""Groundwater Modelling"", ""Liners in landfill"", ""Fluid structure interaction"", ""Surface water Modelling"", ""Fate and pollutant transport""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. S Vasantha Kumar,Professor,https://vit.ac.in/environmental-and-wa/dr-s-vasantha-kumar,"[{""Institution"": ""Bharathiar University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2003""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""M.E."", ""Specialization"": ""Geoinformatics"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Indian Institute of Technology, Madras"", ""Degree"": ""Ph.D."", ""Specialization"": ""Transportation Engineering"", ""Graduation_Year"": ""2013""}]",,"[""Transportation Engineering"", ""Application of Geomatics in Urban planning""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Pulipati Sasanka Bhushan,Associate Professor,https://vit.ac.in/environmental-and-wa/dr-pulipati-sasanka-bhushan,"[{""Institution"": ""Birla Institute of Technology and Science, Pilani"", ""Degree"": ""B.E. (Honours)"", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2002""}, {""Institution"": ""University of Texas at Arlington, USA"", ""Degree"": ""M.S."", ""Specialization"": ""Civil Engineering, Transportation Engineering"", ""Graduation_Year"": ""2006""}, {""Institution"": ""University of Texas at Arlington, USA"", ""Degree"": ""Ph.D."", ""Specialization"": ""Civil Engineering, Transportation Engineering"", ""Graduation_Year"": ""2013""}]",,"[""Transportation Safety"", ""Traffic engineering"", ""Transportation planning and policy"", ""Multi-criteria evaluation"", ""Transportation economics""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Surendar M,Associate Professor,https://vit.ac.in/environmental-and-wa/dr-surendar-m,"[{""Institution"": ""Periyar University, Salem"", ""Degree"": ""M.Sc."", ""Specialization"": ""Physics"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Institute of Remote Sensing, Anna University, Chennai"", ""Degree"": ""M.Tech."", ""Specialization"": ""Remote Sensing"", ""Graduation_Year"": ""2011""}, {""Institution"": ""Indian Institute of Technology, Bombay"", ""Degree"": ""Ph.D."", ""Specialization"": ""Remote Sensing"", ""Graduation_Year"": ""2016""}]","•   2016 - 2018  :  Alexander Von Humboldt Post-Doctoral Research Fellow at ‘Friedrich  -  Alexander University Erlangen- Nuremberg, Germany                           •    2018  - 2020   :  Post-Doctoral Associate at Duke University, North Carolina, USA","[""Remote Sensing"", ""Disaster Management and Mitigation"", ""Cryosphere"", ""Artificial Intelligence in Remote Sensing"", ""Synthetic Aperture Radar""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. G Velvizhi,Associate Professor,https://vit.ac.in/environmental-and-wa/dr-g-velvizhi,"[{""Institution"": ""University of Madras, India"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""1997""}, {""Institution"": ""Annamalai University, India"", ""Degree"": ""M.E."", ""Specialization"": ""Environmental Engineering"", ""Graduation_Year"": ""1998""}, {""Institution"": ""CSIR-Indian Institute Chemical Technology , Hyderabad"", ""Degree"": ""Ph.D."", ""Specialization"": ""Civil / Environmental Engineering"", ""Graduation_Year"": ""2014""}]","•	CSIR-  Pool Scientist , CSIR-IICT, Hyderabad  (2016-2018)  •	CSIR- Research Associate, CSIR-IICT, Hyderabad  (2013-2016)  •	Research Assistant: City College of New York, New York, USA (2002-2007)","[""Environmental Engineering and Biotechnology"", ""Sequestration of CO\u00ac2 through bioelectrochemical and Chemical route"", ""Green Energy Production -Biohydrogen and Bioelectricity"", ""Solid Waste Biorefinery processes towards circular economy"", ""Ecological Restoration""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Monali Priyadarshini,Assistant Professor,https://vit.ac.in/environmental-and-wa/dr-monali-priyadarshini,"[{""Institution"": ""Indian Institute of Technology, Kharagpur"", ""Degree"": ""Ph.D"", ""Specialization"": ""Environmental Science and Engineering"", ""Graduation_Year"": ""2024""}, {""Institution"": ""Veer Surendra Sai University of Technology, Odisha"", ""Degree"": ""M.Tech"", ""Specialization"": ""Environmental Science and Engineering"", ""Graduation_Year"": ""2018""}, {""Institution"": ""College of Engineering, Bhubaneswar, Odisha"", ""Degree"": ""B.Tech"", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2016""}]",Project Associate in the Department of Civil Engineering at IIT Madras from February 2024 - May 2024 on the project titled “Providing Technical Advisory Services on Water Quality Assurance in all the cities of the state of Odisha”,"[""Advanced oxidation processes (AOPs)"", ""(Bio)electrochemical systems"", ""Metal-organic frameworks (MOFs)"", ""Emerging contaminants removal""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Priyadharshini B,Assistant Professor,https://vit.ac.in/environmental-and-wa/dr-priyadharshini-b,"[{""Institution"": ""Tamil Nadu Agricultural University"", ""Degree"": ""B.E."", ""Specialization"": ""Energy and Environmental Engineering"", ""Graduation_Year"": ""2009""}, {""Institution"": ""Pondicherry University"", ""Degree"": ""M.Tech."", ""Specialization"": ""Environmental Engineering and Management"", ""Graduation_Year"": ""2012""}, {""Institution"": ""Indian Institute of Technology (IIT) Kharagpur"", ""Degree"": ""Ph.D."", ""Specialization"": ""Environmental Engineering (Atmospheric aerosols and climate change)"", ""Graduation_Year"": ""2019""}]",,"[""Aerosol ground and satellite-based measurements"", ""Chemical characterization of aerosols"", ""Exposure assessment of air pollutants"", ""Urban air quality and human health"", ""Aerosol receptor modeling""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. N VAANI,Assistant Professor,https://vit.ac.in/environmental-and-wa/dr-n-vaani,"[{""Institution"": ""Mepco Schlenk Engineering College, Sivakasi"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2003""}, {""Institution"": ""College of Engineering, Guindy"", ""Degree"": ""M.E."", ""Specialization"": ""Geo-informatics"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Vellore Institute of Technology (VIT), Vellore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Disaster risk assessment"", ""Graduation_Year"": ""2021""}]",,"[""Landslide and Drought risk assessment"", ""Pollution studies"", ""Crop yield estimation"", ""Environmental Impact assessment"", ""Analysis of trends in urbanization""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Venkadavarahan M,Assistant Professor,https://vit.ac.in/environmental-and-wa/dr-venkadavarahan-m,"[{""Institution"": ""College of Engineering Guindy (CEG- Campus), Anna University"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2016""}, {""Institution"": ""College of Engineering Guindy (CEG- Campus), Anna University"", ""Degree"": ""M.Tech."", ""Specialization"": ""Transportation Engineering"", ""Graduation_Year"": ""2018""}, {""Institution"": ""National Institute of Technology Tiruchirappalli (NIT-Trichy)"", ""Degree"": ""Ph.D."", ""Specialization"": ""Urban Freight Transportation"", ""Graduation_Year"": ""2022""}]",Indian Institute of Technology Madras (IIT-M) - Exhaust Emission for Commercial Vehicles.,"[""Urban Transportation Planning and Policies"", ""Data Science and Machine Learning"", ""Next Generation of Sustainable Transportation"", ""Public Transportation"", ""Exhaust Emission""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. L Vignesh Rajkumar,Assistant Professor,https://vit.ac.in/environmental-and-wa/dr-l-vignesh-rajkumar,"[{""Institution"": ""Anna University, Chennai"", ""Degree"": ""B.E."", ""Specialization"": ""Civil Engineering"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""M.Tech."", ""Specialization"": ""Water Resources Engineering"", ""Graduation_Year"": ""2012""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Water Resources Engineering"", ""Graduation_Year"": ""2019""}]",,"[""Climate Change Impact Studies"", ""Hydrological Modelling"", ""Remote Sensing and GIS"", ""Drought Assessment""]"
School of Civil Engineering (SCE),Environmental and Water Resources Engineering,Dr. Boosik kang,Adjunct Professor,https://vit.ac.in/environmental-and-wa/dr-boosik-kang,null,null,null
